Date,Close
02-Jan-2015,9972.67
05-Jan-2015,9934.54
06-Jan-2015,9697.84
07-Jan-2015,9876.91
08-Jan-2015,9993.57
09-Jan-2015,9964.09
12-Jan-2015,10044.50
13-Jan-2015,10075.81
14-Jan-2015,10023.17
15-Jan-2015,10124.67
16-Jan-2015,10096.30
19-Jan-2015,10066.18
20-Jan-2015,9989.75
21-Jan-2015,10038.31
22-Jan-2015,10031.37
23-Jan-2015,10089.25
26-Jan-2015,10031.18
27-Jan-2015,10046.92
28-Jan-2015,9960.67
29-Jan-2015,10047.85
30-Jan-2015,10069.78
02-Feb-2015,10106.15
04-Feb-2015,10051.70
05-Feb-2015,10133.77
06-Feb-2015,10347.46
09-Feb-2015,10182.36
10-Feb-2015,10010.78
11-Feb-2015,9864.22
12-Feb-2015,9950.56
13-Feb-2015,9966.36
16-Feb-2015,10077.44
17-Feb-2015,10153.55
18-Feb-2015,10178.01
19-Feb-2015,10210.02
20-Feb-2015,10195.76
23-Feb-2015,10287.78
24-Feb-2015,10175.26
25-Feb-2015,10135.47
26-Feb-2015,10163.17
27-Feb-2015,10351.01
02-Mar-2015,10275.27
03-Mar-2015,10168.04
04-Mar-2015,10113.96
05-Mar-2015,10215.53
09-Mar-2015,10333.62
10-Mar-2015,10144.96
11-Mar-2015,10263.18
12-Mar-2015,10373.05
13-Mar-2015,10230.00
16-Mar-2015,10248.80
17-Mar-2015,10377.27
18-Mar-2015,10389.51
19-Mar-2015,10497.05
20-Mar-2015,10752.55
23-Mar-2015,10785.28
24-Mar-2015,10758.31
25-Mar-2015,10678.88
26-Mar-2015,10751.53
27-Mar-2015,10733.62
30-Mar-2015,10717.67
31-Mar-2015,10709.61
01-Apr-2015,10782.67
02-Apr-2015,10671.50
03-Apr-2015,10512.63
06-Apr-2015,10262.94
07-Apr-2015,10389.81
09-Apr-2015,10562.02
10-Apr-2015,10564.24
13-Apr-2015,10489.28
14-Apr-2015,10542.69
15-Apr-2015,10537.78
16-Apr-2015,10409.57
17-Apr-2015,10320.94
20-Apr-2015,10508.06
21-Apr-2015,10548.52
22-Apr-2015,10595.71
23-Apr-2015,10569.62
24-Apr-2015,10500.12
27-Apr-2015,10597.35
28-Apr-2015,10589.44
29-Apr-2015,10512.51
30-Apr-2015,10501.57
01-May-2015,10410.02
04-May-2015,10432.95
05-May-2015,10554.60
06-May-2015,10469.86
07-May-2015,10623.69
08-May-2015,10556.16
12-May-2015,10490.61
13-May-2015,10470.46
14-May-2015,10478.57
15-May-2015,10436.25
18-May-2015,10366.26
19-May-2015,10299.31
20-May-2015,10218.15
21-May-2015,10061.99
22-May-2015,10038.58
25-May-2015,10081.95
26-May-2015,10177.01
27-May-2015,10246.15
28-May-2015,10504.20
29-May-2015,10540.89
01-Jun-2015,10496.05
02-Jun-2015,10697.55
03-Jun-2015,10589.29
04-Jun-2015,10695.55
05-Jun-2015,10597.06
08-Jun-2015,10637.84
09-Jun-2015,10433.62
10-Jun-2015,10531.03
12-Jun-2015,10419.37
15-Jun-2015,10598.91
16-Jun-2015,10683.54
17-Jun-2015,10691.64
18-Jun-2015,10615.43
19-Jun-2015,10614.01
22-Jun-2015,10599.80
23-Jun-2015,10680.11
24-Jun-2015,10768.91
25-Jun-2015,10700.45
26-Jun-2015,10645.02
29-Jun-2015,10591.71
30-Jun-2015,10452.89
01-Jul-2015,10394.36
02-Jul-2015,10387.87
03-Jul-2015,10463.03
06-Jul-2015,10605.28
07-Jul-2015,10523.06
08-Jul-2015,10584.37
09-Jul-2015,10540.59
10-Jul-2015,10764.85
13-Jul-2015,10762.83
15-Jul-2015,10722.65
16-Jul-2015,10639.26
17-Jul-2015,10663.94
20-Jul-2015,10626.25
21-Jul-2015,10667.06
22-Jul-2015,10504.91
23-Jul-2015,10577.85
24-Jul-2015,10486.28
27-Jul-2015,10671.66
28-Jul-2015,10644.11
29-Jul-2015,10764.78
30-Jul-2015,10618.84
31-Jul-2015,10667.69
03-Aug-2015,10576.55
04-Aug-2015,10528.34
05-Aug-2015,10534.08
06-Aug-2015,10503.89
07-Aug-2015,10534.84
10-Aug-2015,10617.09
11-Aug-2015,10689.83
12-Aug-2015,10683.68
13-Aug-2015,10542.17
17-Aug-2015,10443.49
18-Aug-2015,10227.30
19-Aug-2015,10307.60
20-Aug-2015,10286.02
21-Aug-2015,10263.28
24-Aug-2015,10364.18
25-Aug-2015,10436.77
26-Aug-2015,10463.00
27-Aug-2015,10361.86
28-Aug-2015,10397.19
31-Aug-2015,10436.38
01-Sep-2015,10347.55
02-Sep-2015,10459.21
03-Sep-2015,10515.62
04-Sep-2015,10313.62
07-Sep-2015,10329.31
08-Sep-2015,10202.56
09-Sep-2015,10322.25
10-Sep-2015,10409.01
11-Sep-2015,10297.86
14-Sep-2015,10210.20
15-Sep-2015,10223.67
17-Sep-2015,10362.25
18-Sep-2015,10442.45
21-Sep-2015,10416.12
22-Sep-2015,10479.58
23-Sep-2015,10271.84
24-Sep-2015,10306.81
25-Sep-2015,10399.62
28-Sep-2015,10384.14
29-Sep-2015,10313.74
30-Sep-2015,10375.38
01-Oct-2015,10583.77
02-Oct-2015,10608.66
05-Oct-2015,10493.58
06-Oct-2015,10649.59
07-Oct-2015,10454.54
08-Oct-2015,10510.43
09-Oct-2015,10452.58
12-Oct-2015,10553.47
13-Oct-2015,10467.34
14-Oct-2015,10610.02
15-Oct-2015,10645.12
16-Oct-2015,10466.01
20-Oct-2015,10235.21
21-Oct-2015,10371.65
22-Oct-2015,10387.95
23-Oct-2015,10398.04
26-Oct-2015,10376.65
27-Oct-2015,10456.64
28-Oct-2015,10499.32
29-Oct-2015,10531.95
30-Oct-2015,10431.88
02-Nov-2015,10559.70
03-Nov-2015,10707.84
04-Nov-2015,10572.57
05-Nov-2015,10821.96
06-Nov-2015,10903.70
09-Nov-2015,10853.88
10-Nov-2015,10652.33
11-Nov-2015,10725.75
12-Nov-2015,10788.95
13-Nov-2015,10728.10
16-Nov-2015,10540.88
17-Nov-2015,10663.27
18-Nov-2015,10603.90
20-Nov-2015,10865.16
23-Nov-2015,11102.17
24-Nov-2015,11211.93
25-Nov-2015,11164.33
26-Nov-2015,11240.45
27-Nov-2015,10990.20
30-Nov-2015,11005.22
01-Dec-2015,10925.19
02-Dec-2015,10788.87
03-Dec-2015,10622.63
04-Dec-2015,10681.77
07-Dec-2015,10694.52
08-Dec-2015,10714.83
09-Dec-2015,10808.71
10-Dec-2015,10720.86
11-Dec-2015,10592.39
14-Dec-2015,10409.01
15-Dec-2015,10377.29
16-Dec-2015,10459.62
17-Dec-2015,10447.13
18-Dec-2015,10517.48
21-Dec-2015,10397.11
23-Dec-2015,10275.66
24-Dec-2015,10151.22
25-Dec-2015,10344.85
28-Dec-2015,10436.51
29-Dec-2015,10360.41
30-Dec-2015,10284.44
31-Dec-2015,10281.64
01-Jan-2016,10137.48
04-Jan-2016,10184.81
05-Jan-2016,10056.86
06-Jan-2016,10022.68
07-Jan-2016,9923.47
08-Jan-2016,9878.93
11-Jan-2016,9751.22
12-Jan-2016,9601.93
13-Jan-2016,9512.46
14-Jan-2016,9450.83
15-Jan-2016,9425.83
18-Jan-2016,9435.17
19-Jan-2016,9583.21
20-Jan-2016,9664.27
21-Jan-2016,9642.75
25-Jan-2016,9652.11
26-Jan-2016,9795.88
27-Jan-2016,9852.81
28-Jan-2016,9723.03
29-Jan-2016,9799.70
01-Feb-2016,9882.97
02-Feb-2016,9623.97
03-Feb-2016,9555.11
04-Feb-2016,9512.79
05-Feb-2016,9333.89
08-Feb-2016,9237.59
09-Feb-2016,9153.14
10-Feb-2016,9202.43
11-Feb-2016,9232.89
12-Feb-2016,9481.42
15-Feb-2016,9446.95
16-Feb-2016,9559.39
17-Feb-2016,9569.80
18-Feb-2016,9598.64
19-Feb-2016,9490.82
22-Feb-2016,9313.98
23-Feb-2016,9245.57
25-Feb-2016,9470.62
26-Feb-2016,9530.86
29-Feb-2016,9581.34
01-Mar-2016,9504.16
02-Mar-2016,9654.00
03-Mar-2016,9787.55
04-Mar-2016,9738.65
07-Mar-2016,9737.06
08-Mar-2016,9643.44
09-Mar-2016,9788.91
10-Mar-2016,9831.72
11-Mar-2016,9825.32
14-Mar-2016,9868.35
15-Mar-2016,9914.90
16-Mar-2016,9877.14
17-Mar-2016,9758.20
18-Mar-2016,9636.62
21-Mar-2016,9473.39
22-Mar-2016,9520.04
23-Mar-2016,9736.53
24-Mar-2016,9575.37
25-Mar-2016,9591.50
29-Mar-2016,9542.36
30-Mar-2016,9564.75
31-Mar-2016,9463.24
01-Apr-2016,9580.40
04-Apr-2016,9526.49
05-Apr-2016,9538.94
06-Apr-2016,9607.32
07-Apr-2016,9568.98
08-Apr-2016,9401.92
11-Apr-2016,9354.91
12-Apr-2016,9429.39
13-Apr-2016,9424.25
14-Apr-2016,9448.77
15-Apr-2016,9350.04
18-Apr-2016,9366.25
19-Apr-2016,9437.53
20-Apr-2016,9443.80
21-Apr-2016,9628.61
22-Apr-2016,9611.51
25-Apr-2016,9514.79
26-Apr-2016,9364.92
27-Apr-2016,9476.27
29-Apr-2016,9572.71
02-May-2016,9619.51
03-May-2016,9780.05
04-May-2016,9907.63
05-May-2016,9873.26
06-May-2016,9903.31
09-May-2016,10014.38
10-May-2016,9894.33
11-May-2016,10041.94
12-May-2016,10167.44
13-May-2016,10270.95
16-May-2016,10253.41
17-May-2016,10287.52
18-May-2016,10176.28
19-May-2016,10185.23
20-May-2016,10128.62
23-May-2016,10140.44
24-May-2016,10093.43
25-May-2016,10125.15
26-May-2016,10248.34
27-May-2016,10118.04
30-May-2016,10215.17
01-Jun-2016,9805.52
02-Jun-2016,9796.76
